advisor_id,advisor_name,firm_name,firm_type,region,aum_segment,client_type,assigned_rm_id,activity_count,avg_engagement,opp_count,committed_capital,expected_pipeline,engagement_score_norm,aum_score_norm,conv_prob_norm,product_fit_norm,recency_norm,priority_score,priority_tier,recommended_next_action,recommended_asset_class,estimated_commitment_opportunity
A0374,Edward O'Brien,Evergreen Private Capital,Family Office,Southwest,1B-5B,Wealth,RM009,22.0,65.31818181818181,2.0,0.0,74000000.0,0.6531818181818181,0.8,0.3,1.0,0.9862637362637363,0.7046,High,Relationship Manager Follow-up,Private Credit,41615438
A0034,Andrew Wright,Granite Private Capital,Family Office,Northeast,5B+,Wealth,RM014,33.0,60.303030303030305,2.0,0.0,268750000.0,0.603030303030303,0.95,0.175,1.0,0.9972527472527473,0.7031,High,Relationship Manager Follow-up,Private Credit,88590600
A0043,Emily Jones,Evergreen Foundation,Institutional Investor,Southwest,1B-5B,Institutional,RM003,12.0,62.916666666666664,4.0,45750000.0,140250000.0,0.6291666666666667,0.8,0.5875,0.75,0.8406593406593407,0.7028,High,Portfolio Review Conversation,Real Estate,27672750
A0339,Mark Martin,Pinnacle Wealth Management,Wirehouse,Midwest,1B-5B,Wealth,RM004,16.0,52.125,2.0,0.0,58250000.0,0.52125,0.8,0.5,1.0,0.9587912087912088,0.7023,High,Schedule Due Diligence Meeting,Private Credit,27653062
A0110,Deborah Kim,Crown Global Markets,Wirehouse,West,100M-500M,Wealth,RM003,28.0,50.92857142857143,1.0,5250000.0,5000000.0,0.5092857142857143,0.4,1.0,1.0,0.9917582417582418,0.702,High,Portfolio Review Conversation,Private Credit,3316950
A0369,Deborah Martinez,Summit Pension Trust,Institutional Investor,Northeast,500M-1B,Institutional,RM011,22.0,67.5909090909091,2.0,0.0,31250000.0,0.6759090909090909,0.6,0.5,1.0,0.9862637362637363,0.7014,High,Schedule Due Diligence Meeting,Private Credit,12427931
A0027,Deborah Moore,Halcyon Global Markets,Wirehouse,Northeast,1B-5B,Wealth,RM006,14.0,78.14285714285714,3.0,0.0,213500000.0,0.7814285714285714,0.8,0.08333333333333334,1.0,1.0,0.7011,High,Relationship Manager Follow-up,Private Credit,53239781
A0052,Paul Jackson,Vanguard Trust & Banking,Private Bank,Northeast,500M-1B,Wealth,RM006,40.0,68.3,4.0,0.0,52500000.0,0.6829999999999999,0.6,0.5,1.0,0.9615384615384616,0.7011,High,Schedule Due Diligence Meeting,Private Equity,12422616
A0056,Elizabeth Gonzalez,Atlas Investment Solutions,Consultant,Northeast,1B-5B,Institutional,RM011,5.0,74.8,5.0,0.0,178500000.0,0.748,0.8,0.16,1.0,0.945054945054945,0.7009,High,Relationship Manager Follow-up,Private Equity,41396906
A0139,Ronald Murphy,Frontier Pension Trust,Institutional Investor,Southeast,1B-5B,Institutional,RM008,7.0,66.42857142857143,4.0,0.0,141500000.0,0.6642857142857143,0.8,0.4375,0.75,0.9945054945054945,0.6987,High,Relationship Manager Follow-up,Real Estate,41266969
A0229,Charles Brown,Coastal Wealth Management,RIA,International,500M-1B,Wealth,RM002,28.0,50.75,1.0,0.0,15250000.0,0.5075,0.6,0.75,1.0,0.9615384615384616,0.6984,High,Schedule Due Diligence Meeting,Real Estate,8249850
A0040,Carol Chen,Eaglewood Global Markets,Wirehouse,Midwest,500M-1B,Wealth,RM001,20.0,80.75,5.0,13750000.0,42500000.0,0.8075,0.6,0.34,1.0,0.8791208791208791,0.6982,High,Portfolio Review Conversation,Private Equity,15905869
A0263,Rebecca Jackson,Ridge Multi-Family Office,Family Office,Northeast,500M-1B,Wealth,RM014,26.0,51.0,1.0,0.0,6250000.0,0.51,0.6,0.75,1.0,0.9505494505494505,0.6981,High,Schedule Due Diligence Meeting,Real Estate,8246306
A0306,Melissa Smith,Ironwood Capital Advisors,RIA,Southwest,1B-5B,Wealth,RM009,4.0,89.0,5.0,0.0,154500000.0,0.89,0.8,0.34,0.5,0.8763736263736264,0.6976,High,Relationship Manager Follow-up,Real Estate,52974000
A0301,Michael Davis,Liberty Trust & Banking,Private Bank,West,1B-5B,Wealth,RM012,10.0,65.7,8.0,25750000.0,311000000.0,0.657,0.8,0.25625,1.0,0.989010989010989,0.6973,High,Portfolio Review Conversation,Private Credit,41184281
A0283,Barbara Wright,Heritage Wealth Management,Wirehouse,West,1B-5B,Wealth,RM010,17.0,66.6470588235294,5.0,15500000.0,221500000.0,0.666470588235294,0.8,0.47,0.75,0.8928571428571429,0.6957,High,Portfolio Review Conversation,Private Credit,41089781
A0037,Ronald Miller,Northstar Securities,Wirehouse,Midwest,500M-1B,Wealth,RM013,18.0,69.16666666666667,6.0,24750000.0,89250000.0,0.6916666666666668,0.6,0.43333333333333335,1.0,0.9972527472527473,0.6939,High,Portfolio Review Conversation,Private Credit,12295041
A0157,Nancy Johnson,Beacon Global Markets,Wirehouse,Southeast,500M-1B,Wealth,RM016,27.0,78.74074074074075,11.0,22500000.0,198000000.0,0.7874074074074074,0.6,0.3363636363636363,1.0,0.8983516483516484,0.6933,High,Portfolio Review Conversation,Private Credit,15794241
A0257,Kimberly Scott,Liberty Capital Advisors,RIA,Midwest,500M-1B,Wealth,RM004,24.0,67.08333333333333,1.0,0.0,13500000.0,0.6708333333333333,0.6,0.5,1.0,0.9175824175824175,0.693,High,Schedule Due Diligence Meeting,Private Credit,12279094
A0367,Susan Garcia,Cascade Family Office,Family Office,International,1B-5B,Wealth,RM002,29.0,68.03448275862068,4.0,0.0,192750000.0,0.6803448275862068,0.8,0.2,1.0,0.9807692307692307,0.6922,High,Relationship Manager Follow-up,Private Credit,40883062
A0063,Ashley Garcia,Summit Trust & Banking,Private Bank,Southeast,500M-1B,Wealth,RM016,15.0,68.93333333333334,5.0,8500000.0,70000000.0,0.6893333333333334,0.6,0.5,1.0,0.8516483516483516,0.692,High,Portfolio Review Conversation,Private Credit,12261375
A0336,David White,Halcyon Trust & Banking,Private Bank,Southeast,500M-1B,Wealth,RM005,8.0,61.75,9.0,25000000.0,85250000.0,0.6175,0.6,0.5666666666666667,1.0,0.9038461538461539,0.689,High,Portfolio Review Conversation,Real Estate,12208219
A0213,Carol Thomas,Pinnacle Investment Consulting,Consultant,Southeast,5B+,Institutional,RM016,9.0,71.77777777777777,6.0,0.0,657500000.0,0.7177777777777777,0.95,0.13333333333333333,0.75,0.9642857142857143,0.6884,High,Relationship Manager Follow-up,Private Credit,130107600
A0205,Timothy Jones,Lighthouse Private Wealth,Private Bank,Northeast,1B-5B,Wealth,RM014,15.0,51.0,4.0,0.0,157250000.0,0.51,0.8,0.4375,1.0,0.9752747252747253,0.688,High,Relationship Manager Follow-up,Infrastructure,27090000
A0331,Ryan Thompson,Evergreen Trust & Banking,Private Bank,International,1B-5B,Wealth,RM013,21.0,58.19047619047619,4.0,0.0,140000000.0,0.5819047619047619,0.8,0.4,1.0,0.8296703296703296,0.6875,High,Relationship Manager Follow-up,Private Credit,27070312
A0206,Sarah Jackson,Vanguard Endowment,Institutional Investor,Midwest,500M-1B,Institutional,RM004,5.0,69.2,3.0,12250000.0,57750000.0,0.6920000000000001,0.6,0.5833333333333334,0.75,1.0,0.6868,High,Portfolio Review Conversation,Infrastructure,12169238
A0262,Ronald Lewis,Lighthouse Securities,Wirehouse,Southwest,1B-5B,Wealth,RM009,11.0,73.54545454545455,4.0,0.0,221750000.0,0.7354545454545455,0.8,0.275,0.75,0.9725274725274725,0.6854,High,Relationship Manager Follow-up,Private Credit,40481438
A0313,Charles Gonzalez,Pinnacle Family Office,Family Office,West,500M-1B,Wealth,RM013,5.0,84.6,5.0,0.0,53750000.0,0.846,0.6,0.35,0.75,0.989010989010989,0.6852,High,Relationship Manager Follow-up,Private Equity,15609713
A0212,Matthew Thomas,Crown Securities,Wirehouse,Northeast,100M-500M,Wealth,RM007,20.0,73.55,3.0,8500000.0,23250000.0,0.7354999999999999,0.4,0.5833333333333334,1.0,0.9725274725274725,0.6846,High,Portfolio Review Conversation,Private Credit,6238418
A0276,Nancy Walker,Summit Wealth Partners,RIA,Midwest,100M-500M,Wealth,RM005,66.0,74.93939393939394,2.0,11250000.0,16750000.0,0.7493939393939394,0.4,0.55,1.0,0.9972527472527473,0.6845,High,Portfolio Review Conversation,Private Credit,6237506
A0077,Sarah Moore,Meridian Family Office,Family Office,Midwest,500M-1B,Wealth,RM005,21.0,48.714285714285715,2.0,0.0,26250000.0,0.48714285714285716,0.6,0.75,1.0,0.8818681318681318,0.6843,Medium,Invite to Market Outlook Webinar,Private Credit,8083294
A0057,David Hill,Crown Private Capital,Family Office,International,500M-1B,Wealth,RM015,16.0,54.5,4.0,21750000.0,34500000.0,0.545,0.6,0.625,1.0,0.9478021978021978,0.6833,Medium,Invite to Market Outlook Webinar,Real Estate,8071481
A0220,Donna Davis,Ridge Securities,Wirehouse,International,100M-500M,Wealth,RM015,36.0,72.33333333333333,6.0,11750000.0,40250000.0,0.7233333333333333,0.4,0.5833333333333334,1.0,0.9917582417582418,0.6828,Medium,Invite to Market Outlook Webinar,Real Estate,6222015
A0133,Charles Martin,Coastal Securities,Wirehouse,Northeast,1B-5B,Wealth,RM014,6.0,75.0,3.0,0.0,172250000.0,0.75,0.8,0.31666666666666665,0.75,0.8131868131868132,0.6822,Medium,Re-engagement Campaign,Real Estate,51804562
A0038,Rebecca Kim,Crown Private Capital,Family Office,West,1B-5B,Wealth,RM012,9.0,67.55555555555556,6.0,42000000.0,262250000.0,0.6755555555555556,0.8,0.39166666666666666,0.75,0.8846153846153846,0.682,Medium,Invite to Market Outlook Webinar,Real Estate,40280625
A0358,Sharon Perez,Lighthouse Capital Advisors,RIA,West,100M-500M,Wealth,RM012,14.0,70.85714285714286,2.0,10250000.0,14500000.0,0.7085714285714286,0.4,0.625,1.0,0.9423076923076923,0.6818,Medium,Invite to Market Outlook Webinar,Real Estate,6212902
A0340,Karen Hill,Granite Foundation,Institutional Investor,Southeast,1B-5B,Institutional,RM016,34.0,55.14705882352941,6.0,0.0,179000000.0,0.5514705882352942,0.8,0.33333333333333337,1.0,0.9917582417582418,0.6813,Medium,Invite to Market Outlook Webinar,Real Estate,26826188
A0287,Ronald Adams,Trident Private Wealth,Private Bank,Northeast,1B-5B,Wealth,RM006,8.0,67.625,4.0,0.0,209250000.0,0.67625,0.8,0.3,1.0,0.6813186813186813,0.681,Medium,Re-engagement Campaign,Private Credit,40221563
A0032,Sarah Nakamura,Eaglewood Private Wealth,Private Bank,West,500M-1B,Wealth,RM001,8.0,73.625,3.0,0.0,45750000.0,0.73625,0.6,0.45,1.0,0.7005494505494505,0.6809,Medium,Re-engagement Campaign,Private Credit,12064697
A0311,Elizabeth Sullivan,Cedar Private Capital,Family Office,Midwest,500M-1B,Wealth,RM004,14.0,77.85714285714286,4.0,0.0,80500000.0,0.7785714285714286,0.6,0.25,1.0,0.9725274725274725,0.6808,Medium,Invite to Market Outlook Webinar,Private Credit,15509475
A0009,Amanda Thompson,Northstar Securities,Wirehouse,West,1B-5B,Wealth,RM010,22.0,67.4090909090909,5.0,0.0,298250000.0,0.6740909090909091,0.8,0.25,1.0,0.782967032967033,0.6805,Medium,Re-engagement Campaign,Real Estate,40192031
A0155,Paul Harris,Eaglewood Trust & Banking,Private Bank,Northeast,1B-5B,Wealth,RM011,19.0,57.78947368421053,0.0,0.0,0.0,0.5778947368421052,0.8,0.3133684210526315,1.0,0.9258241758241759,0.6786,Medium,Invite to Market Outlook Webinar,Private Credit,26719875
A0292,Deborah Wilson,Atlas Wealth Management,RIA,International,1B-5B,Wealth,RM016,8.0,75.625,4.0,0.0,238000000.0,0.75625,0.8,0.275,0.75,0.8241758241758241,0.6768,Medium,Re-engagement Campaign,Private Credit,39973500
A0253,Donald Ramirez,Heritage Securities,Wirehouse,Midwest,1B-5B,Wealth,RM004,5.0,57.2,4.0,17750000.0,114000000.0,0.5720000000000001,0.8,0.5625,0.75,0.7967032967032968,0.6763,Medium,Re-engagement Campaign,Infrastructure,26629312
A0289,Sandra Kim,Ridge Wealth Partners,RIA,Southwest,500M-1B,Wealth,RM008,32.0,73.125,8.0,0.0,142750000.0,0.73125,0.6,0.30625,1.0,0.9560439560439561,0.6762,Medium,Invite to Market Outlook Webinar,Real Estate,15404681
A0245,Andrew Johnson,Beacon Private Bank,Private Bank,West,100M-500M,Wealth,RM010,22.0,75.5,2.0,10750000.0,21500000.0,0.755,0.4,0.5,1.0,0.9752747252747253,0.674,Medium,Invite to Market Outlook Webinar,Private Equity,6141825
A0207,Andrew Brown,Crown Private Capital,Family Office,Southeast,1B-5B,Wealth,RM008,12.0,51.583333333333336,2.0,0.0,46500000.0,0.5158333333333334,0.8,0.375,1.0,0.9395604395604396,0.6737,Medium,Invite to Market Outlook Webinar,Infrastructure,26526938
A0332,Sharon Gonzalez,Cascade Family Wealth,RIA,West,100M-500M,Wealth,RM001,3.0,68.0,1.0,4750000.0,5000000.0,0.68,0.4,1.0,0.5,0.9368131868131868,0.6727,Medium,Invite to Market Outlook Webinar,Real Estate,4767761
A0102,Cynthia King,Halcyon Private Capital,Family Office,West,5B+,Wealth,RM002,34.0,61.411764705882355,1.0,0.0,132750000.0,0.6141176470588235,0.95,0.0,1.0,0.9945054945054945,0.6712,Medium,Invite to Market Outlook Webinar,Private Credit,84571200
A0335,Steven Reed,Ridge Pension Trust,Institutional Investor,Northeast,1B-5B,Institutional,RM006,34.0,57.911764705882355,1.0,0.0,16500000.0,0.5791176470588235,0.8,0.25,1.0,0.9725274725274725,0.671,Medium,Invite to Market Outlook Webinar,Private Credit,26420625
A0068,Ryan Wilson,Coastal Securities,Wirehouse,Midwest,5B+,Wealth,RM004,11.0,63.54545454545455,4.0,0.0,317000000.0,0.6354545454545455,0.95,0.25,0.75,0.7884615384615384,0.6695,Medium,Re-engagement Campaign,Private Credit,84357000
A0167,Elizabeth White,Trident Private Bank,Private Bank,Southeast,1B-5B,Wealth,RM008,12.0,55.5,2.0,0.0,72250000.0,0.555,0.8,0.3,1.0,0.9285714285714286,0.6694,Medium,Invite to Market Outlook Webinar,Real Estate,26357625
A0273,Deborah Thompson,Cascade Private Capital,Family Office,West,1B-5B,Wealth,RM012,26.0,68.61538461538461,3.0,0.0,92500000.0,0.6861538461538461,0.8,0.06666666666666667,1.0,0.9972527472527473,0.6689,Medium,Invite to Market Outlook Webinar,Real Estate,39506906
A0061,Matthew Torres,Northstar Investment Solutions,Consultant,Northeast,500M-1B,Institutional,RM006,17.0,61.8235294117647,3.0,15750000.0,49250000.0,0.618235294117647,0.6,0.45,1.0,0.9258241758241759,0.6681,Medium,Invite to Market Outlook Webinar,Real Estate,11837897
A0127,Joseph Ramirez,Heritage Family Wealth,RIA,Northeast,100M-500M,Wealth,RM014,46.0,72.97826086956522,3.0,2750000.0,10250000.0,0.7297826086956521,0.4,0.5,1.0,0.9725274725274725,0.6662,Medium,Invite to Market Outlook Webinar,Real Estate,6070748
A0174,William Green,Pinnacle Foundation,Institutional Investor,Southeast,5B+,Institutional,RM016,35.0,59.714285714285715,1.0,0.0,166000000.0,0.5971428571428572,0.95,0.0,1.0,0.9917582417582418,0.6658,Medium,Invite to Market Outlook Webinar,Real Estate,83890800
A0144,Ryan Sullivan,Cedar Foundation,Institutional Investor,Northeast,1B-5B,Institutional,RM007,13.0,66.61538461538461,8.0,0.0,402750000.0,0.6661538461538461,0.8,0.3375,0.75,0.8571428571428572,0.6656,Medium,Invite to Market Outlook Webinar,Private Credit,39312000
A0259,Karen Lee,Cornerstone Wealth Partners,RIA,Northeast,<100M,Wealth,RM007,27.0,70.51851851851852,2.0,5000000.0,10000000.0,0.7051851851851851,0.15,0.875,1.0,0.9010989010989011,0.6642,Medium,Invite to Market Outlook Webinar,Private Credit,1008754
A0104,Sarah Chen,Cedar Investment Solutions,Consultant,Northeast,500M-1B,Institutional,RM011,11.0,74.18181818181819,3.0,0.0,44250000.0,0.7418181818181818,0.6,0.41666666666666663,0.75,0.9505494505494505,0.6634,Medium,Invite to Market Outlook Webinar,Private Credit,15113081
A0164,Joseph Walker,Cascade Global Markets,Wirehouse,Northeast,5B+,Wealth,RM001,4.0,57.5,3.0,0.0,400250000.0,0.575,0.95,0.31666666666666665,0.75,0.7747252747252747,0.6633,Medium,Re-engagement Campaign,Infrastructure,83575800
A0001,Thomas Nakamura,Vanguard Private Capital,Family Office,Northeast,1B-5B,Wealth,RM006,21.0,52.95238095238095,2.0,0.0,93500000.0,0.5295238095238095,0.8,0.3,1.0,0.9368131868131868,0.6625,Medium,Invite to Market Outlook Webinar,Real Estate,26085938
A0005,Jason Ramirez,Eaglewood Family Office,Family Office,Northeast,500M-1B,Wealth,RM006,16.0,63.0625,4.0,0.0,40750000.0,0.630625,0.6,0.375,1.0,0.978021978021978,0.662,Medium,Invite to Market Outlook Webinar,Real Estate,11729812
A0252,Jessica Rodriguez,Riverstone Advisors LLC,RIA,Southeast,500M-1B,Wealth,RM008,21.0,69.19047619047619,8.0,0.0,130750000.0,0.6919047619047619,0.6,0.29375,1.0,0.9560439560439561,0.6619,Medium,Invite to Market Outlook Webinar,Infrastructure,11728041
A0114,William Jones,Evergreen Wealth Management,Wirehouse,Southeast,5B+,Wealth,RM016,7.0,55.714285714285715,5.0,0.0,373250000.0,0.5571428571428572,0.95,0.24,0.75,0.967032967032967,0.6618,Medium,Invite to Market Outlook Webinar,Private Credit,83386800
A0153,Jeffrey Martin,Bayview Endowment,Institutional Investor,West,1B-5B,Institutional,RM010,5.0,76.2,4.0,75750000.0,272500000.0,0.762,0.8,0.525,0.5,0.5054945054945055,0.6591,Medium,Re-engagement Campaign,Private Credit,50050406
A0318,Mary Sullivan,Beacon Capital Advisors,RIA,Midwest,<100M,Wealth,RM005,5.0,70.4,0.0,0.0,0.0,0.7040000000000001,0.15,0.8062,1.0,0.9917582417582418,0.6591,Medium,Invite to Market Outlook Webinar,Private Equity,1001008
A0267,Thomas Martinez,Bayview Family Wealth,RIA,Northeast,100M-500M,Wealth,RM007,23.0,74.21739130434783,4.0,3000000.0,19250000.0,0.7421739130434782,0.4,0.4375,1.0,0.9835164835164835,0.6585,Medium,Invite to Market Outlook Webinar,Real Estate,6000581
A0026,Elizabeth Harris,Bayview Insurance Investments,Institutional Investor,Northeast,500M-1B,Institutional,RM011,57.0,52.63157894736842,3.0,0.0,29250000.0,0.5263157894736842,0.6,0.5,1.0,0.9972527472527473,0.6576,Medium,Invite to Market Outlook Webinar,Infrastructure,7767900
A0060,Sarah Hernandez,Frontier Foundation,Institutional Investor,Northeast,<100M,Institutional,RM006,20.0,57.85,1.0,2500000.0,2500000.0,0.5785,0.15,1.0,1.0,0.9642857142857143,0.6575,Medium,Invite to Market Outlook Webinar,Infrastructure,776672
A0172,Richard Allen,Crown Global Markets,Wirehouse,Southwest,1B-5B,Wealth,RM009,29.0,57.44827586206897,2.0,0.0,65750000.0,0.5744827586206896,0.8,0.175,1.0,0.9945054945054945,0.6568,Medium,Invite to Market Outlook Webinar,Private Credit,25861500
A0309,Sandra Sanchez,Compass Global Markets,Wirehouse,Southeast,500M-1B,Wealth,RM008,9.0,63.0,3.0,0.0,33250000.0,0.63,0.6,0.41666666666666663,1.0,0.8269230769230769,0.655,Medium,Re-engagement Campaign,Private Credit,11605781
A0045,Kenneth Patel,Halcyon Advisors LLC,RIA,Southeast,500M-1B,Wealth,RM016,29.0,67.24137931034483,5.0,6500000.0,48250000.0,0.6724137931034483,0.6,0.27,1.0,0.9917582417582418,0.6549,Medium,Invite to Market Outlook Webinar,Infrastructure,11604009
A0190,Joshua White,Northstar Private Bank,Private Bank,Southwest,<100M,Wealth,RM009,17.0,69.47058823529412,0.0,0.0,0.0,0.6947058823529412,0.15,0.8034117647058823,1.0,0.978021978021978,0.6544,Medium,Invite to Market Outlook Webinar,Private Equity,993870
A0049,Steven Taylor,Coastal Global Markets,Wirehouse,Midwest,100M-500M,Wealth,RM011,37.0,62.67567567567568,5.0,11750000.0,29250000.0,0.6267567567567568,0.4,0.59,1.0,0.978021978021978,0.6538,Medium,Invite to Market Outlook Webinar,Real Estate,4633808
A0347,Deborah Scott,Bayview Securities,Wirehouse,Southwest,500M-1B,Wealth,RM003,32.0,49.46875,3.0,6500000.0,26000000.0,0.4946875,0.6,0.5333333333333333,1.0,0.9862637362637363,0.6537,Medium,Invite to Market Outlook Webinar,Infrastructure,7721831
A0075,Laura Wright,Lighthouse Wealth Partners,RIA,West,<100M,Wealth,RM001,10.0,71.0,3.0,8000000.0,8750000.0,0.71,0.15,0.75,1.0,0.9917582417582418,0.6497,Medium,Invite to Market Outlook Webinar,Infrastructure,986732
A0248,Andrew Lewis,Keystone Wealth Partners,RIA,Southeast,500M-1B,Wealth,RM013,9.0,53.111111111111114,4.0,0.0,38500000.0,0.5311111111111111,0.6,0.4625,1.0,0.9615384615384616,0.648,Medium,Invite to Market Outlook Webinar,Private Credit,7654500
A0015,William Rodriguez,Sterling Securities,Wirehouse,International,100M-500M,Wealth,RM005,18.0,78.22222222222223,8.0,5500000.0,63000000.0,0.7822222222222223,0.4,0.31875,1.0,0.9945054945054945,0.6479,Medium,Invite to Market Outlook Webinar,Private Credit,5903989
A0345,Andrew Singh,Meridian Private Capital,Family Office,Southeast,1B-5B,Wealth,RM016,23.0,60.30434782608695,3.0,0.0,109250000.0,0.6030434782608696,0.8,0.08333333333333334,1.0,0.989010989010989,0.6465,Medium,Invite to Market Outlook Webinar,Real Estate,25455938
A0218,Patricia Goldberg,Crescent Multi-Family Office,Family Office,Northeast,500M-1B,Wealth,RM006,7.0,80.28571428571429,6.0,6250000.0,74000000.0,0.8028571428571429,0.6,0.2916666666666667,0.75,0.8461538461538461,0.6463,Medium,Invite to Market Outlook Webinar,Infrastructure,14723522
A0036,Dorothy Smith,Crescent Wealth Management,RIA,Southeast,100M-500M,Wealth,RM008,41.0,60.8780487804878,4.0,15500000.0,29500000.0,0.608780487804878,0.4,0.5625,1.0,1.0,0.6451,Medium,Invite to Market Outlook Webinar,Real Estate,4572146
A0256,Matthew Taylor,Meridian Trust & Banking,Private Bank,International,500M-1B,Wealth,RM015,28.0,49.785714285714285,3.0,0.0,28000000.0,0.49785714285714283,0.6,0.5,1.0,0.9532967032967032,0.6447,Medium,Invite to Market Outlook Webinar,Private Credit,7615519
A0310,Stephanie Anderson,Harbor Family Office,Family Office,Southwest,500M-1B,Wealth,RM010,28.0,51.214285714285715,5.0,0.0,50250000.0,0.5121428571428571,0.6,0.47,1.0,0.9697802197802198,0.6446,Medium,Invite to Market Outlook Webinar,Real Estate,7614337
A0185,Timothy Williams,Beacon Wealth Partners,RIA,Southwest,100M-500M,Wealth,RM004,4.0,71.25,4.0,11000000.0,20250000.0,0.7125,0.4,0.625,0.75,0.9285714285714286,0.6441,Medium,Invite to Market Outlook Webinar,Infrastructure,5869361
A0196,Ryan Sanchez,Lighthouse Family Wealth,RIA,Southwest,500M-1B,Wealth,RM009,28.0,77.03571428571429,4.0,0.0,77500000.0,0.770357142857143,0.6,0.1125,1.0,0.8928571428571429,0.6429,Medium,Invite to Market Outlook Webinar,Real Estate,14646066
A0033,Dorothy Lewis,Crown Advisory Group,Consultant,West,500M-1B,Institutional,RM009,26.0,65.38461538461539,7.0,0.0,106250000.0,0.6538461538461539,0.6,0.2571428571428572,1.0,0.945054945054945,0.6421,Medium,Invite to Market Outlook Webinar,Private Credit,11377209
A0216,Matthew Torres,Crown Wealth Management,Wirehouse,Southeast,500M-1B,Wealth,RM008,2.0,68.5,2.0,9000000.0,13500000.0,0.685,0.6,0.55,0.5,0.9945054945054945,0.64,Medium,Invite to Market Outlook Webinar,Infrastructure,11340000
A0285,Sarah Jackson,Ridge Advisory Group,Consultant,Northeast,500M-1B,Institutional,RM011,41.0,65.36585365853658,3.0,0.0,51750000.0,0.6536585365853658,0.6,0.2333333333333333,1.0,0.967032967032967,0.6395,Medium,Invite to Market Outlook Webinar,Private Credit,11331141
A0188,Barbara Perez,Liberty Wealth Partners,RIA,Midwest,100M-500M,Wealth,RM004,10.0,75.2,4.0,0.0,37750000.0,0.752,0.4,0.4,1.0,0.8379120879120879,0.6394,Medium,Invite to Market Outlook Webinar,Private Equity,5826532
A0022,Kimberly Martinez,Riverstone Family Wealth,RIA,Northeast,100M-500M,Wealth,RM003,22.0,62.81818181818182,2.0,1750000.0,6750000.0,0.6281818181818182,0.4,0.5,1.0,0.9972527472527473,0.6382,Medium,Invite to Market Outlook Webinar,Private Credit,4523242
A0233,James Lee,Keystone Trust & Banking,Private Bank,Northeast,500M-1B,Wealth,RM004,33.0,51.333333333333336,5.0,0.0,48500000.0,0.5133333333333333,0.6,0.42,1.0,1.0,0.638,Medium,Invite to Market Outlook Webinar,Private Credit,7536375
A0154,Mary Murphy,Sterling Wealth Management,RIA,Southwest,100M-500M,Wealth,RM002,20.0,64.9,3.0,8750000.0,18000000.0,0.649,0.4,0.5,1.0,0.9175824175824175,0.6365,Medium,Invite to Market Outlook Webinar,Real Estate,4511194
A0158,Robert Taylor,Eaglewood Multi-Family Office,Family Office,Northeast,500M-1B,Wealth,RM007,22.0,53.09090909090909,4.0,0.0,42500000.0,0.5309090909090909,0.6,0.4,1.0,0.9697802197802198,0.6363,Medium,Invite to Market Outlook Webinar,Infrastructure,7516294
A0079,Margaret Scott,Compass Advisors LLC,RIA,International,100M-500M,Wealth,RM015,11.0,63.81818181818182,1.0,0.0,6000000.0,0.6381818181818182,0.4,0.5,1.0,0.945054945054945,0.636,Medium,Invite to Market Outlook Webinar,Infrastructure,4507650
A0004,Donna Thompson,Coastal Private Capital,Family Office,West,1B-5B,Wealth,RM016,11.0,56.36363636363637,6.0,0.0,152250000.0,0.5636363636363637,0.8,0.1,1.0,0.9642857142857143,0.6355,Medium,Invite to Market Outlook Webinar,Private Credit,25022812
A0053,Ashley King,Sterling Private Capital,Family Office,Southeast,500M-1B,Wealth,RM008,2.0,78.5,5.0,8750000.0,72500000.0,0.785,0.6,0.52,0.5,0.706043956043956,0.6351,Medium,Re-engagement Campaign,Private Equity,11253178
A0361,Mark Wright,Harbor Family Office,Family Office,West,1B-5B,Wealth,RM001,4.0,65.75,5.0,45250000.0,141500000.0,0.6575,0.8,0.39,0.5,0.8434065934065934,0.6346,Medium,Invite to Market Outlook Webinar,Real Estate,24987375
A0183,Sarah Torres,Halcyon Advisors LLC,RIA,Northeast,1B-5B,Wealth,RM014,60.0,54.85,2.0,0.0,47500000.0,0.5485,0.8,0.1,1.0,0.9945054945054945,0.634,Medium,Invite to Market Outlook Webinar,Private Credit,24963750
A0113,Joshua Moore,Coastal Wealth Management,Wirehouse,Northeast,500M-1B,Wealth,RM003,23.0,65.73913043478261,7.0,12750000.0,107000000.0,0.6573913043478261,0.6,0.22857142857142856,1.0,0.9038461538461539,0.6333,Medium,Invite to Market Outlook Webinar,Real Estate,11221284
A0203,Robert Wright,Coastal Investment Solutions,Consultant,Northeast,500M-1B,Institutional,RM006,33.0,61.21212121212121,1.0,0.0,22000000.0,0.6121212121212121,0.6,0.25,1.0,0.9917582417582418,0.6328,Medium,Invite to Market Outlook Webinar,Real Estate,11212425
A0120,Lisa White,Evergreen Global Markets,Wirehouse,Northeast,100M-500M,Wealth,RM009,18.0,62.94444444444444,5.0,3750000.0,20000000.0,0.6294444444444445,0.4,0.47,1.0,0.989010989010989,0.6317,Medium,Invite to Market Outlook Webinar,Private Credit,4477174
A0202,Jennifer Hernandez,Bayview Trust & Banking,Private Bank,International,100M-500M,Wealth,RM002,25.0,75.72,3.0,0.0,33000000.0,0.7572,0.4,0.2833333333333333,1.0,0.978021978021978,0.6316,Medium,Invite to Market Outlook Webinar,Private Credit,5755455
